State,County,IT_WholeRate,HighSchool_WholeRate,MedianInc_WholeAvg,republican_rate,Segregation,urban,racial_weighted_bias,hesitancy,HighSchool_Disparity,IT_Disparity,MedianInc_Disparity,CvdVax_DisparityY,vehicle,FacNumRate,CaseRate,Black_Prop,Test
Pennsylvania,Berks,87.8,86.7,63.728,5338.912134,53.20461291,1,43.76275301,16,7.3,-0.8,20.23,16.72807955,91.7,0.018045227,10.3323171,7.361265445,0
Pennsylvania,Schuylkill,83.3,89.3,52.28,6921.943827,57.06453638,0,41.31160603,17,9.5,-2.8,23.909,13.51363755,91,0.023344817,9.645653973,3.639669211,0
Pennsylvania,Armstrong,81.8,90.3,51.41,7558.152323,65.74123446,1,39.87261617,18,10,10.6,19.094,6.759392939,93.1,0.016992353,8.540974743,0.909863289,0
Pennsylvania,Susquehanna,86,89.8,54.966,6991.08128,60.22699767,0,38.3439169,16,-1.4,-14.3,9.918,13.07250851,94.5,0.024796667,5.60900615,0.699266019,1
Pennsylvania,Delaware,90.4,93.1,74.477,3614.540864,71.5935635,1,39.86956925,14,5.5,5.5,39.363,21.82305449,89.4,0.020467687,8.602956875,22.73483583,0
Pennsylvania,Philadelphia,81.2,84.7,45.927,1790.452091,69.89829782,1,39.45024761,17,7.2,12.1,30.663,2.560579925,69.7,0.023925801,8.935939457,43.55253323,1
Pennsylvania,Allegheny,88.4,94.6,61.043,3922.621305,63.69205092,1,39.9847643,14,5.2,8.9,33.688,19.50781221,86.8,0.02294323,7.739187283,13.43650934,0
Pennsylvania,Luzerne,84.2,89.8,53.473,5669.738653,59.38501435,1,40.8111629,17,11.3,-2.3,28.113,26.81106402,89.5,0.02425831,9.179092487,6.616847869,0
Pennsylvania,Carbon,85.8,89.4,57.006,6537.214904,55.28879923,1,39.75467466,15,2.2,18.5,26.653,14.41360835,94.3,0.012464554,9.102240504,2.321523168,1
Pennsylvania,Lackawanna,85.9,91,52.821,4534.615718,53.81892193,1,39.42567601,17,12.8,1.4,22.671,27.75050713,89.9,0.03338516,8.097332049,4.162175568,0
Pennsylvania,Westmoreland,86.2,94.4,60.471,6361.500169,67.1115114,1,39.81692438,15,8.2,9.2,32.773,11.47744661,92.6,0.020636345,9.038432326,2.599032958,0
Pennsylvania,Franklin,83.9,88.3,63.379,7086.26815,47.2329028,0,40.29353097,17,7.5,7.3,18.862,10.8261136,94,0.025156908,9.216459068,4.161855677,1
Pennsylvania,Centre,85.4,94.3,60.403,4693.585227,49.94501021,1,40.7295376,16,11,7.1,27.78,9.182646825,90.1,0.017242972,9.695476799,3.798996213,1
Pennsylvania,Erie,86.2,91.3,51.529,4877.993624,67.31491006,1,38.83435379,18,12.1,11.6,31.022,12.1233752,88.8,0.024098351,7.248413216,7.820100249,0
Pennsylvania,Lycoming,82.8,90.1,54.241,6997.333513,62.1922558,1,39.25919443,18,6.2,14.2,30.453,9.623874486,90.9,0.022065508,9.66645778,4.812928622,0
Pennsylvania,Fayette,81.7,88.4,47.364,6634.64169,53.71087984,1,42.46588305,19,7,0,26.096,8.989389603,92,0.031715581,9.296532946,4.798335319,0
Pennsylvania,Huntingdon,82.4,89.5,51.678,7485.521236,67.77030104,0,39.98322253,18,10.5,24.6,20.645,-3.045225209,93,0.035442141,10.54625199,5.965355307,0
Pennsylvania,Butler,89.6,94.9,70.668,6562.728918,53.1562784,1,38.79124351,14,7.4,8.7,19.872,15.97890303,93.6,0.01863159,8.671674128,1.361703034,0
Pennsylvania,Pike,89.5,93,65.928,5901.886097,63.16836794,1,35.69750744,16,2.4,-2.9,-17.74,7.140931166,96,0.014334606,6.359189378,6.464907094,1
Pennsylvania,Washington,88.1,93.1,63.543,6083.829909,53.32681873,1,40.84974369,15,7,-1.4,26.965,13.12539182,92.4,0.033355087,7.902738501,3.330674595,0
Pennsylvania,Bucks,92.4,93.9,89.139,4728.69567,51.67990991,1,40.27919667,12,2.6,6,32.777,17.30627316,95.2,0.019895905,8.932942843,4.485491906,0
Pennsylvania,Lehigh,87.4,89,63.897,4561.617212,49.98446285,1,40.82233456,16,6.6,0.4,28.745,26.68455201,91.1,0.018141547,9.952940285,9.919906422,1
Pennsylvania,Chester,90.9,93.6,100.214,4087.891333,46.54603845,1,39.23298801,12,5.4,8.2,44.998,17.51602582,95.3,0.019238498,6.430229967,6.23441634,1
Pennsylvania,Cumberland,88.3,92.3,71.269,5453.017409,44.60977995,1,39.64531793,15,9.1,11.2,34.609,13.90068166,94.1,0.024075463,7.504045467,4.687611004,0
Pennsylvania,Crawford,80,89,50.304,6799.11437,63.93069223,0,40.66999573,17,5.3,0.3,18.374,6.392123503,90.2,0.025995817,8.128419336,1.993406515,0
Pennsylvania,Mercer,82.3,89.9,50.696,6236.497912,72.00873756,1,41.09960366,17,2.8,4.4,28.354,7.671742916,90.4,0.036555052,8.145379441,5.856119316,0
South Carolina,Abbeville,77.4,81.7,38.741,6607.415748,28.04567229,0,41.96721728,19,11.1,11.3,22.418,0.908893999,89.3,0.012231418,10.31516288,27.62669711,0
South Carolina,Aiken,82.8,88,51.399,6056.113165,27.05404003,1,42.35856602,19,8,11.8,19.019,7.397225851,94.1,0.020483169,9.885177209,25.27798586,0
South Carolina,Allendale,64.9,79.8,27.185,2323.963262,16.93834548,0,42.8369838,20,9.8,2.7,26.608,6.356402648,79.7,0.046040516,10.4281768,72.84760589,0
South Carolina,Anderson,81.8,85.3,50.865,7031.209349,43.04665818,1,42.07362315,19,7.1,14.8,22.151,6.756014161,92.7,0.016785316,11.02301563,16.27188262,1
South Carolina,Bamberg,68.9,80.3,31.422,3728.787411,31.54867577,0,43.4738197,20,14.5,11,26.936,6.82823731,91.4,0.078202758,10.90573013,60.27299872,0
South Carolina,Barnwell,67.5,79.8,35.803,5321.189807,30.58890235,0,43.22489437,20,8.7,16.9,27.682,2.162028716,87.6,0.052717339,12.08185565,43.92312853,0
South Carolina,Beaufort,84.7,92.8,68.377,5437.113507,54.14629444,0,43.35062554,15,10.4,26.5,44.411,16.44169876,95.4,0.024984125,8.611715472,17.85115708,1
South Carolina,Berkeley,85,89.4,63.309,5494.744299,28.19858256,1,43.13604106,18,3.7,12.7,28.983,4.483509163,95.8,0.013163264,7.437244139,24.65567095,0
South Carolina,Calhoun,76.1,86.2,46.339,5192.377277,22.33747553,1,42.62930478,19,7.4,16.7,19.062,-1.881711674,91.5,0.048100048,8.871023157,40.31471174,1
South Carolina,Charleston,81.3,91.7,64.022,4262.920537,49.49527873,1,43.03646674,16,13.3,20,46.995,17.76931989,93.2,0.027709854,10.22712357,26.29859555,1
South Carolina,Cherokee,74.3,80.3,36.883,7140.08706,44.41106741,0,42.743126,20,2.4,11.8,17.579,-0.888673375,90.8,0.019197208,10.35253054,20.61780105,1
South Carolina,Chester,65.3,82.1,42.442,5495.970045,36.6007708,0,42.1664458,20,6.3,17.1,23.015,1.563675553,91.8,0.024810818,12.58528719,36.79754373,1
South Carolina,Chesterfield,71.9,76.7,41.505,5984.848485,28.85555939,0,42.51145788,19,10.6,13.2,19.434,3.145302587,90.1,0.026286966,10.22343921,32.75794085,0
South Carolina,Clarendon,74.1,78.5,40.9,4996.713082,33.55890453,0,43.05010783,21,15,19.1,32.078,5.213043849,89.6,0.02963402,9.954067269,47.26033486,1
South Carolina,Colleton,81.3,86.6,36.324,5414.095317,27.82728769,0,44.1190032,20,7.6,13.1,15.929,1.03162673,95,0.039812087,9.294795233,37.07301537,0
South Carolina,Darlington,76.3,82.4,38.448,5192.337354,32.96792788,1,42.56066161,19,13.8,13.7,20.525,5.462947015,89.6,0.025518629,12.39004473,41.71845447,0
South Carolina,Dillon,58.6,75.3,30.812,5024.043966,23.79807947,0,43.44212527,19,7.8,11.4,11.323,7.811381296,88.4,0.049214213,14.21634568,47.27517307,0
South Carolina,Dorchester,84.7,89.7,63.08,5423.665209,21.32489998,1,43.49626913,19,9,17,20.85,5.453659322,96,0.013512766,10.52583088,25.57413902,0
South Carolina,Edgefield,73.4,82.9,49.127,6151.533373,26.3061318,1,42.34021019,19,10,20.4,41.001,5.863274356,93,0.014673514,11.15920763,35.08804109,0
South Carolina,Fairfield,67,86.2,38.213,3810.97561,16.54769079,1,42.6712394,17,2.1,8.1,18.619,6.714259842,92.4,0.040273862,10.48910368,56.97409048,0
South Carolina,Florence,75.8,85,47.058,5055.805302,37.75465039,1,43.00141398,19,9.7,17.3,21.645,8.372415873,91.4,0.032539608,12.61090583,43.15981286,0
South Carolina,Georgetown,77.3,87.2,48.456,5587.160467,39.6607495,0,42.73865088,19,7.8,26.2,34.572,11.29998409,92,0.044671347,10.52648373,30.42437779,1
South Carolina,Greenville,86.9,88,60.351,5811.276171,40.88461437,1,42.86621495,17,8.9,10.6,28.684,9.37794982,94,0.021201737,13.83995935,18.44799462,0
South Carolina,Greenwood,77.1,85.2,42.336,6071.049178,28.47531832,0,43.54109611,19,9,15.2,26.961,11.25249803,91.6,0.024007569,11.15504653,32.25346344,0
South Carolina,Hampton,77.4,81,33.429,4197.743149,31.74686927,0,42.97995959,20,4.8,8.8,15.341,-1.438789865,93.3,0.036416606,9.78045989,53.0589949,0
South Carolina,Horry,86.6,89.6,50.704,6610.568364,41.07839229,1,42.54847102,18,9.7,12.4,24.566,16.44236187,95.3,0.02711244,10.75121229,12.93178679,0
South Carolina,Jasper,68.5,81.8,45.601,4917.326664,22.46821248,0,43.23399317,15,11.8,32.6,37.577,6.932565018,94.3,0.046553387,7.56825059,40.75083962,0
South Carolina,Kershaw,78.6,87.8,51.479,6087.305599,22.648546,1,42.29001151,19,3.1,11.9,24.469,-0.368714444,96.5,0.01502607,10.92695827,24.34523899,0
South Carolina,Lancaster,83.3,85.9,58.849,6078.4471,42.35566723,0,43.9010416,19,11.6,16.1,29.296,8.528712737,95.3,0.022446231,10.64869608,21.36983227,0
South Carolina,Laurens,77.6,80.9,43.304,6561.270008,25.99912522,1,42.47483173,19,4.8,14.1,14.053,1.185527361,93,0.020742892,10.48256856,25.22483813,0
South Carolina,Lee,63.2,81.5,32.371,3567.785553,30.64337325,0,43.16540065,21,11.5,16.2,23.787,4.404328048,89.6,0.023769907,11.0767768,63.36463038,0
South Carolina,Lexington,86.6,89.6,61.173,6420.300481,38.327022,1,42.17656199,18,3.9,8.9,23.523,9.319267789,95.2,0.025104603,10.90912134,15.70276151,1
South Carolina,Marion,55.6,78.9,32.063,3883.977149,16.59434657,0,42.40112089,19,6.4,20.6,13.053,4.201039461,87.9,0.022833284,11.34161855,56.78964021,0
South Carolina,Marlboro,68.1,77.2,33.586,4406.779661,26.15028335,0,42.91499345,19,3.3,3.9,9.273,1.940810779,87,0.022972663,12.34780611,51.11800291,1
South Carolina,McCormick,73.5,83.4,43.633,5192.206424,22.1816549,0,42.90977479,19,13,16.3,22.673,18.30316078,93.4,0.021134947,10.694283,44.46792772,0
South Carolina,Newberry,73,82,44.226,6141.914014,32.41947452,0,43.48777291,20,19.3,21.5,23.488,12.0801118,92.7,0.028616025,12.47138398,30.33558793,0
South Carolina,Oconee,79.5,84.9,49.134,7302.547457,43.87707998,0,43.61556724,19,3.6,6.6,20.968,9.494480042,93.7,0.021371282,11.63854876,7.56920524,0
South Carolina,Orangeburg,76,85.9,37.955,3301.298386,28.64927138,0,42.869502,20,5.3,9.4,19.11,5.19168828,91.1,0.025529446,11.07049608,62.06092254,0
South Carolina,Pickens,83.7,85.3,49.573,7456.122059,37.63184028,1,43.3845025,19,7,15.8,17.891,4.819632174,93.6,0.024431764,14.35326755,7.198701176,1
South Carolina,Richland,84.9,91.5,54.767,3008.585197,43.12998381,1,42.65415011,19,6.8,12.8,29.34,11.0847733,93,0.022368728,10.89260846,48.71307657,0
South Carolina,Saluda,69.5,78.2,45.714,6696.139746,26.7793662,1,43.12424039,19,10.5,36,27.208,1.131265902,94,0.02442241,8.518536609,26.03428906,0
South Carolina,Spartanburg,84.2,85.7,52.332,6293.767448,40.89139401,1,42.90309364,19,7.5,9.8,23.313,3.765157375,93.7,0.023140548,12.59283581,20.91154995,0
South Carolina,Sumter,79.7,85.5,45.661,4292.722813,31.14254334,1,44.21278382,21,7.7,13.1,22.325,3.130606037,91.1,0.022488545,9.61947508,47.85937163,0
South Carolina,Union,73.1,81.2,41.186,6172.588067,26.68740529,0,42.40359874,20,4.4,13.3,15.594,0.723881053,90.1,0.021965149,11.06677405,31.9995607,1
South Carolina,Williamsburg,56.4,80.1,32.485,3460.744448,30.34669121,0,43.03332889,21,1.7,15.8,13.697,1.345248832,88,0.029636459,13.13224447,64.51527924,0
South Carolina,York,90.6,90.8,65.361,5742.93648,41.68053151,1,42.59028196,17,6.4,5.4,28.757,5.368516494,96.1,0.020286214,10.63389079,19.32813484,1
Tennessee,Anderson,85.1,87,50.392,6561.385634,55.72070898,1,39.75923833,25,-3.8,-0.5,11.011,11.30450449,94.5,0.028579594,11.20709813,4.097274546,0
Tennessee,Bedford,78.4,82.1,50.415,7567.482075,40.16839951,0,40.10156969,25,2.3,8.6,14.296,2.653891273,95.1,0.022127009,12.92619637,8.446482811,0
Tennessee,Bledsoe,76.2,75.6,44.122,8246.073298,56.35570104,0,40.0423946,27,13.1,10.5,-22.88,14.68172111,94.2,0.033191715,13.92060542,7.700477961,0
Tennessee,Blount,83.9,89.1,56.667,7161.171331,59.42174448,1,39.77791793,24,1.5,4.8,13.822,11.94601407,96.3,0.017281799,11.40598702,3.020557826,0
Tennessee,Bradley,83,85.3,51.331,7725.257845,40.49855687,1,40.19437356,25,-1.1,6,11.323,7.100894809,94.6,0.024974563,13.50383868,5.213208769,0
Tennessee,Carroll,76.2,84.1,42.637,7764.00135,25.2841838,0,40.6911038,26,-3,16.7,15.116,3.737999102,92.8,0.028811179,12.8749955,10.13073072,0
Tennessee,Carter,71.1,83.5,38.092,8038.748871,76.40778776,1,39.36651549,25,10.5,7,9.799,13.03745094,93.7,0.023053324,11.46991541,1.698852654,1
Tennessee,Cheatham,85.6,87,61.913,7162.416906,34.21985409,1,40.88075871,25,13.1,5.3,28.311,-3.503784101,96.8,0.014753977,10.92777928,2.122113753,1
Tennessee,Chester,82.7,85.2,51.946,7981.762103,48.77058282,1,41.17483305,25,-5.8,13.9,28.442,-0.957755942,95.1,0.040469446,12.10614557,9.446724866,1
Tennessee,Claiborne,68.8,80.1,36.835,8227.170455,72.42004872,0,40.62528072,27,8.8,-0.8,12.009,6.616720409,93.8,0.053193154,9.581025689,1.101411183,1
Tennessee,Cocke,66,80.1,36.716,8222.011898,57.72947153,0,40.74623811,27,-7.3,7.2,13.687,10.33034559,94.6,0.038884568,12.32363071,2.110876569,0
Tennessee,Coffee,75.5,85.4,50.351,7496.855873,50.59966758,0,39.85631957,25,-3.7,11.6,9.98,5.232998595,96.3,0.023000708,12.08598726,3.950813871,0
Tennessee,Crockett,76.1,81.2,44.717,7678.278015,15.2310199,0,40.51386203,26,3.4,1.8,19.429,-2.765481909,94.8,0.063246662,14.12508784,14.13211525,0
Tennessee,Davidson,86.8,89.1,60.388,3297.892295,46.87412466,1,38.28638841,22,5.6,12.2,26.276,14.44440723,93.3,0.022185598,12.68180666,27.41491679,0
Tennessee,Decatur,79.2,85.9,42.031,8198.914308,25.71133253,0,40.52357925,27,-4.4,4.7,21.479,-3.015591281,94.6,0.05144474,13.48709594,3.04381377,0
Tennessee,DeKalb,76.2,80.1,45.511,7865.142049,35.09844869,0,40.46865216,27,16.7,17.6,-1.351,5.998196765,95.5,0.034163006,13.45046364,1.986334797,0
Tennessee,Dickson,80.4,83.7,53.076,7343.294764,41.12769377,1,40.03194371,25,7.7,3.5,10.377,5.2320261,94.9,0.016682732,12.48239045,4.089122859,0
Tennessee,Dyer,81.9,83.9,44.185,7833.322239,45.60334712,0,40.45232257,26,0.3,8,17.247,4.762750404,95.3,0.034984795,14.42719126,14.49716085,1
Tennessee,Fayette,81,86.2,60.711,6860.815952,33.14076762,1,40.56465082,25,13.3,21,36.155,-2.703291686,95.5,0.019449104,11.96363018,27.52048234,0
Tennessee,Franklin,76.8,87.5,51.585,7353.064872,32.25477386,0,39.63528926,25,-0.1,6.5,25.682,0.305209664,95.6,0.021322972,12.04984837,5.24308188,0
Tennessee,Gibson,80.2,85.3,43.171,7325.523767,46.2920833,0,41.27025116,26,7.2,14,20.415,-1.095434705,93.5,0.030529379,13.02993914,18.06118088,0
Tennessee,Giles,78.5,85.8,49.614,7439.172749,27.06953916,0,39.92960841,27,6,6.5,7.306,0.739386061,95.2,0.033939723,13.41637252,10.29731197,1
Tennessee,Greene,77.3,84.7,42.595,8043.28973,40.93887829,0,39.70555119,25,-3.5,-5.9,19.336,10.61059921,95.4,0.034747861,11.20473729,2.219519611,0
Tennessee,Hamblen,81.3,81.3,43.619,7673.574284,46.75093435,1,39.27854477,27,11.9,9.8,22.99,6.393098759,94.6,0.036960606,13.08713463,4.467613269,0
Tennessee,Hamilton,85.3,89.5,55.07,5420.636649,57.7444214,1,40.2046987,22,8.4,14.4,30.441,11.59461049,93.1,0.026100858,11.80030669,19.34617351,0
Tennessee,Hardeman,69.3,79.6,40.304,5768.075305,43.35851398,0,40.07616123,27,4.6,14.3,10.754,0.977899171,93,0.03992016,13.82834331,42.22355289,0
Tennessee,Hardin,76,81.5,40.682,8390.976124,41.28530366,0,39.82978507,27,-13.8,-19.1,16.297,1.708273051,93.5,0.066271636,13.6324653,3.344768439,0
Tennessee,Hawkins,74.7,84.4,41.924,8259.795984,49.45150526,1,40.28853613,25,7.1,-2.2,11.915,7.156415828,93.9,0.026414961,10.18032614,1.498608812,0
Tennessee,Haywood,66.1,82,37.905,4524.292868,18.89104447,0,40.8043155,27,7.8,13.3,18.838,1.9685628,89.6,0.052011096,15.50508553,50.62991216,1
Tennessee,Henderson,80.2,82.7,43.305,8183.260942,32.89832145,0,40.70378136,27,9.9,14.6,12.74,2.558707246,93.3,0.02489597,13.26243909,7.753316499,0
Tennessee,Henry,76,85.9,40.502,7514.709815,50.40954922,0,38.76919958,26,5.3,28.3,9.465,4.459031805,94.9,0.027825012,9.658370691,7.586953161,1
Tennessee,Jefferson,79.4,85.3,49.139,7939.298485,54.37936085,1,40.39945578,25,5.2,-5.2,6.863,8.903756917,96.7,0.022020369,11.14414166,2.095605101,0
Tennessee,Knox,86.2,91.7,57.47,5688.576257,56.32514393,1,38.74878874,22,2.9,17.7,32.917,11.59127997,93.8,0.025514923,10.59145718,8.932987181,0
Tennessee,Lake,71.1,72.9,35.191,7360.631475,15.56037866,0,40.22666812,26,5,6.9,18.519,12.17508301,84.2,0.042759407,24.15906499,27.96465222,0
Tennessee,Lauderdale,77.5,77.1,39.896,6363.126612,40.29136508,0,40.88169962,25,5.1,3,14.841,12.40006247,88.3,0.019506105,12.26543908,35.05247142,1
Tennessee,Lawrence,75.7,83.4,43.614,8223.306698,70.38459464,0,39.84378355,27,-3.4,-1.6,12.548,5.603411525,92.7,0.018123329,13.15300621,1.819129174,1
Tennessee,Lincoln,72.3,83.5,49.485,8005.345154,47.79498389,0,39.67895264,25,9.7,22.4,26.551,8.000662121,92.3,0.017459117,12.52982599,6.995286039,0
Tennessee,Madison,81.4,88.9,48.161,5609.493241,42.37617005,1,41.57477913,25,5.1,17.7,21.588,18.52843589,91.4,0.02347322,11.01098138,37.71432071,0
Tennessee,Marion,79.4,81.5,49.432,7517.445388,43.21387526,1,39.35495839,27,-9.4,-3.8,-5.787,-2.097497769,94.5,0.017296849,10.72058671,4.064759401,0
Tennessee,Marshall,80.6,85.4,53.197,7472.088775,48.08914624,0,39.66940616,25,6.4,-11.2,14.661,-18.16801589,95.5,0.046545455,11.95927273,6.519272727,0
Tennessee,Maury,85.9,90.2,57.17,6784.251154,35.97969924,0,41.22146392,25,3,6.7,19.389,6.714765242,95.9,0.019712202,13.70620519,11.99850602,0
Tennessee,McMinn,78.9,84.5,43.285,8000.527565,50.98571088,0,40.178249,25,-6.4,0.9,12.684,5.752589572,94.3,0.044614641,11.83217459,3.931665241,0
Tennessee,McNairy,76.8,82.6,39.161,8194.106515,20.08590962,0,40.68039378,27,-5.8,-1.8,13.315,2.380506539,93.8,0.038919592,10.7729431,6.098700086,1
Tennessee,Montgomery,90,92.9,57.541,5540.932792,34.62582824,1,40.49985092,26,2.2,5.7,11.529,4.326544877,95.9,0.017225457,9.38930969,21.33181494,0
Tennessee,Obion,80.2,83.5,39.615,8022.304833,54.33039996,0,39.68257266,26,1.4,12.4,21.563,5.246237711,93,0.039908211,14.97223054,10.81512521,0
Tennessee,Putnam,82.9,86.6,44.259,7117.308729,48.88530867,0,39.06842598,25,-0.8,4.9,10.684,15.15004839,94.2,0.026169855,13.91737803,2.401395726,0
Tennessee,Rhea,77,80.8,42.206,8153.77804,27.29607478,0,40.64550577,27,-11.5,-3.9,10.531,11.1299075,94,0.021105316,13.00087436,2.170832454,0
Tennessee,Roane,80.2,88.9,53.367,7512.305649,32.55982531,0,39.82837917,23,-5.6,10.7,19.926,9.387496866,94.6,0.026226069,11.59754224,2.746244052,1
Tennessee,Robertson,85.3,87.2,63.307,7316.316794,55.8732518,1,39.337526,25,5.8,5.8,17.946,4.309561807,96.3,0.019495077,13.37780068,7.803601019,0
Tennessee,Rutherford,88.8,91.8,67.429,5708.76072,33.58253587,1,42.15037463,23,3.1,8.1,16.76,4.504525674,97.1,0.021066253,12.73575395,16.26796274,0
Tennessee,Shelby,78.3,88.4,51.657,3429.133702,65.80521928,1,41.05062425,24,9.7,20.1,39.259,12.01795925,91.1,0.01664593,9.932605323,54.27138842,0
Tennessee,Smith,82.1,85.3,48.068,7927.127305,48.29682028,1,40.7137306,27,5.9,32.7,13.378,3.727796053,95.6,0.024805279,13.6329811,2.262241405,0
Tennessee,Sullivan,84.4,87.2,46.684,7556.307068,50.23521064,1,39.51631638,24,-1.4,2.7,18.359,10.01063654,93.7,0.032839063,10.22052694,2.33662566,1
Tennessee,Sumner,89,89.7,67.204,6889.759932,43.0652875,1,41.18671222,22,0.2,3.3,7.51,5.147280224,96.2,0.018297496,12.28127957,8.25896708,0
Tennessee,Tipton,80.3,87.8,61.291,7394.988946,35.09014105,1,41.65761442,25,6.7,18.4,28.373,1.702474745,95.8,0.021104239,11.73070991,18.50679394,0
Tennessee,Trousdale,77.2,84.4,56.321,7371.328145,42.92745466,1,40.20358109,27,8.7,9.2,0.752,6.235610409,96.8,0.026586317,22.06664303,11.37894364,1
Tennessee,Warren,75.8,79.5,41.125,7453.29895,26.1952403,0,40.79291406,27,15.3,24.3,15.657,8.435453294,93.1,0.026649224,13.35610631,3.818106936,0
Tennessee,Washington,85.8,88.8,48.334,6765.133901,50.84860107,1,38.1146739,23,0.8,3.9,16.456,16.91986079,93.6,0.031690821,10.95806763,4.452173913,0
Tennessee,Weakley,74.3,85.1,39.937,7693.901717,37.65755642,0,40.9588236,26,2.5,11.7,14.741,6.327235854,93,0.030004801,12.08593375,7.690230437,0
Tennessee,White,76,83.2,41.998,8102.910164,67.88472849,0,40.45554114,25,1.3,2.9,10.884,7.688217109,95,0.021941854,12.97494972,1.839458768,0
Tennessee,Williamson,95.2,95.3,112.962,6258.703803,26.10764891,1,42.64294869,16,8.7,7.4,41.993,0.707395521,97.9,0.02768317,11.55352918,4.460765398,0
Tennessee,Wilson,88.8,91.6,75.991,6853.996893,30.65664979,1,39.71592705,21,3.4,3.8,11.73,4.693497848,96.7,0.013825809,12.76951686,7.489440539,1
Texas,Anderson,71.6,81.3,43.455,7861.193486,35.30489423,0,39.82195925,20,13.2,18,18.224,7.729286378,94.8,0.015588465,10.54473023,21.8723478,0
Texas,Andrews,91.5,72.3,76.158,8430.837455,25.86175275,0,40.0466118,18,-3.5,20.9,-5.75,18.25860969,96.9,0.010692328,9.687249399,2.042234697,0
Texas,Angelina,87,81.9,50.453,7254.107845,40.08546367,0,39.87250169,19,5.5,5.2,25.815,2.373087097,94.6,0.019604451,9.681139365,15.67779508,1
Texas,Aransas,86.7,84.5,45.137,7518.105623,59.77852261,1,40.39268474,18,26.3,72.3,26.652,25.64479968,95.4,0.025521055,5.231816248,1.726924713,1
Texas,Austin,77.2,84,66.206,7865.1917,23.41395383,1,40.56460094,17,13.7,26.1,45.195,9.631399456,95.6,0.019978689,7.019179542,9.253462973,0
Texas,Bastrop,84.2,81.9,64.597,5597.969931,31.74842765,1,39.0520215,18,10.4,19.6,19.219,5.65912697,95.5,0.016906552,10.26791249,7.277707021,0
Texas,Bee,67.9,75.4,44.578,6379.859783,21.54627054,0,39.89570832,18,27.5,4.1,-5.79,19.55705042,92.2,0.018424689,10.72931061,8.923691079,0
Texas,Bell,86.3,91,54.884,5332.176208,41.20130373,1,39.66663383,21,2.8,5.6,15.601,11.0112005,94.4,0.01322591,6.050302543,24.4445118,0
Texas,Bexar,84.2,84.2,57.157,4014.778101,44.53675647,1,38.99211834,16,3.4,7.5,24.599,25.02617413,92.8,0.015322771,10.66489848,8.604809254,0
Texas,Bowie,77.9,88.8,50.164,7088.409055,45.08920332,1,39.53451528,20,5.4,16.4,25.765,5.802537216,92.7,0.022521315,7.381629042,25.41047777,0
Texas,Brazoria,89.5,87.9,81.447,5836.721785,39.68663762,1,42.19194359,16,0.8,-2.7,0.65,1.958284146,96.8,0.020039331,9.79255285,15.12622106,0
Texas,Brazos,84.6,87.2,49.181,5595.516994,33.58240241,1,40.22312223,17,9.6,16.9,24.405,15.94149912,94.8,0.01701489,11.29047035,11.1739838,0
Texas,Brown,81.1,87.2,48.365,8581.093779,47.63515318,0,39.69951678,18,2.4,6.9,0.065,8.153995899,94.9,0.034333404,11.11609973,4.077751954,0
Texas,Burleson,79.6,82.5,57.731,7832.500871,17.47637542,1,40.92332548,18,11.1,17.4,45.668,7.604632373,95.3,0.032532668,12.80160494,12.74196172,0
Texas,Burnet,81.1,88.3,59.492,7595.515622,56.6586534,0,40.7587466,19,23.1,0.3,-7.426,13.30835762,95.8,0.022842903,9.57117641,2.039248261,0
Texas,Caldwell,74.1,78.2,54.152,5375.502008,45.18599262,1,40.01639463,18,6.2,28.3,4.566,14.78865256,95.7,0.01832173,12.51603151,6.582081348,0
Texas,Calhoun,82.3,79.3,58.776,7180.498982,23.87029601,1,39.99172269,17,3.2,14.6,13.165,4.068091041,96.3,0.023485204,10.48849225,3.128229216,0
Texas,Cameron,59.6,67.9,38.758,4295.06215,67.08145014,1,38.63396449,17,5.5,1.4,-17.739,53.8422247,92.9,0.014415249,9.33375555,0.820014982,1
Texas,Camp,67.2,87.2,48.207,7168.841439,21.80881588,0,40.32666917,18,-3.9,-5,22.863,3.110156317,93.3,0.022911257,9.340155797,16.5419276,0
Texas,Cass,75.7,85.9,44.848,7923.728814,30.70178521,0,39.36825557,20,5.7,12.4,22.464,0.557828949,93.6,0.013321788,6.277892493,17.04189702,0
Texas,Chambers,88.6,88.5,91.141,8015.242494,24.70051318,1,40.15881553,20,7.3,2.7,46.912,1.615181948,95.7,0.018249424,10.97246618,8.296644387,0
Texas,Cherokee,76.4,79,48.186,7740.926799,34.8056175,0,40.56212481,19,13.6,16.3,29.881,2.882500883,94.8,0.024693234,7.837252593,14.47403411,0
Texas,Collin,93.5,93.8,96.913,5143.217064,24.93760478,1,40.79325583,13,1.7,3.7,31.955,9.606440617,97.3,0.017105912,8.559044388,10.86196399,1
Texas,Colorado,78.1,83.1,52.559,7501.254894,26.47627741,0,40.57202574,17,11.9,14.6,25.484,11.24425816,94.6,0.023263388,7.876983204,12.52966082,1
Texas,Comal,91.7,92.6,79.936,7060.306314,46.33089361,1,40.27733449,14,2,2.5,-6.233,10.98461696,96.7,0.018564871,6.370951738,2.681663669,1
Texas,Cooke,79.5,86.1,60.202,8213.608595,48.71765439,0,39.44895961,19,6.5,23.3,36.195,8.167720076,94.7,0.019390649,8.849407373,3.61150835,0
